Country Name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Korea, Rep.	344000000	316000000	422000000	560000000	404000000	463000000	716000000	996000000	1463000000	1824000000	1984000000	2394000000	2522000000	4240000000	6852000000	7274000000	8774000000	10811000000	14972000000	20339000000	22292000000	26131000000	24251000000	26192000000	30631000000	31136000000	31585000000	41020000000	51811000000	61465000000	69844000000	81525000000	81775000000	83800000000	1.02348E+11	1.35119E+11	1.50339E+11	1.44616E+11	93282000000	1.19752E+11	1.60481E+11	1.41098E+11	1.52126E+11	1.78827E+11	2.24463E+11	2.61238E+11	3.09383E+11	3.56846E+11	4.35275E+11	3.23085E+11	4.25212E+11	5.24413E+11	5.19585E+11	5.15584E+11	5.25514E+11	4.36499E+11	4.06193E+11	4.78478E+11	5.35202E+11
Kuwait	242000000	249000000	285000000	324000000	322000000	377000000	463000000	593000000	611000000	646000000	625000000	652000000	797000000	1049000000	1554000000	2388000000	3327000000	4846000000	4598000000	5201000000	6530000000	6978000000	8282000000	7373000000	6896000000	6005000000	5717000000	5493000000	6143000000	6295000000	3972000000	4761000000	7261000000	7036000000	6697000000	7790000000	8373000000	8246000000	8619000000	7617000000	7157000000	7869000000	9001000000	10987000000	12631000000	15801000000	17243000000	21362000000	24840000000	19892000000	22675000000	25090000000	27259000000	29299000000	31021000000	30963000000	30825000000	33599000000	36624000000
Latin America & Caribbean (excluding high income)	7880000000	8201000000	8472000000	8429000000	9112000000	9254000000	10101000000	10635000000	11775000000	12756000000	14640000000	16411000000	18302000000	24053000000	40500000000	45728000000	46125000000	51785000000	58229000000	71221000000	97631000000	1.04921E+11	84827000000	66617000000	70828000000	71626000000	74033000000	80974000000	93491000000	99055000000	1.07573E+11	1.23201E+11	1.49853E+11	1.64948E+11	1.96611E+11	2.18614E+11	2.41647E+11	2.89983E+11	3.07699E+11	3.00547E+11	3.49723E+11	3.43064E+11	3.21166E+11	3.3015E+11	4.01907E+11	4.73033E+11	5.63755E+11	6.6987E+11	8.1334E+11	6.1204E+11	7.94187E+11	9.64283E+11	9.90885E+11	1.0284E+12	1.02691E+12	9.16708E+11	8.29E+11	9.00224E+11	9.96737E+11
Lao PDR	19000000	17000000	23000000	26000000	26000000	33000000	42000000	49000000	54000000	83000000	114000000	82000000	63000000	57000000	65000000	45000000	45000000	14000000	16000000	70000000	92000000	110000000	132000000	150000000	162000000	193000000	186000000	216000000	193000000	185000000	185000000	170000000	270000000	432000000	564000000	589000000	690000000	706000000	553000000	525000000	535000000	510000000	447000000	462000000	713000000	882000000	1060000000	1067000000	1403000000	1461000000	2060000000	2404000000	3055000000	3081000000	4271000000	5675000000	5372000000	5636000000	6340000000
Lebanon	255000000	316000000	349000000	424000000	512000000	548000000	611000000	552000000	596000000	585000000	659000000	731000000	924000000	1286000000	2355000000	2048000000	612000000	1539000000	1922000000	2700000000	3650000000	3499000000	3391000000	3661000000	2948000000	2203000000	2203000000	1880000000	2457000000	2235000000	2525000000	3743000000	4202000000	4821000000	5933000000	7278000000	7540000000	7467000000	7070000000	6207000000	6230000000	7380000000	6560000000	7315000000	9609000000	9633000000	9647000000	12251000000	16754000000	16574000000	18460000000	20750000000	21945000000	22024000000	22081000000	18965000000	19368000000	19911000000	20396000000
Liberia	69000000	91000000	132000000	108000000	111000000	105000000	114000000	125000000	108000000	115000000	150000000	157000000	179000000	193000000	288000000	331000000	399000000	464000000	481000000	507000000	535000000	447000000	428000000	412000000	363000000	284000000	259000000	308000000	272000000	625000000	570000000	420000000	375000000	410000000	405000000	510000000	555000000	610000000	470000000	520000000	668000000	229000000	178000000	170000000	337000000	310000000	467000000	499000000	813000000	551000000	710000000	1044000000	1005000000	1150000000	1997000000	1687000000	1302000000	1089000000	1100000000
Libya	169000000	149000000	206000000	239000000	292000000	320000000	405000000	477000000	645000000	676000000	554000000	703000000	1043000000	1806000000	2762000000	3542000000	3212000000	3773000000	4603000000	5311000000	6777000000	8382000000	7175000000	6029000000	6222000000	4101000000	4445000000	4684000000	5869000000	4923000000	5336000000	5361000000	5165000000	5551000000	5548000000	5392000000	5873000000	6123000000	5466000000	4158000000	3732000000	4397000000	4396000000	4330000000	6326000000	6079000000	6041000000	6733000000	9150000000	12859000000	17674000000	8000000000	22000000000	27000000000	18994000000	16429000000	8667000000	11357000000	12493000000
St. Lucia	7000000	8000000	10000000	10000000	12000000	13000000	17000000	17000000	15000000	21000000	27000000	35000000	36000000	38000000	44000000	46000000	48000000	59000000	83000000	101000000	124000000	129000000	118000000	144000000	119000000	125000000	155000000	179000000	220000000	274000000	271000000	295000000	313000000	300000000	303000000	307000000	313000000	332000000	328000000	355000000	355000000	355000000	309000000	403000000	422000000	486000000	592000000	614000000	656000000	520000000	662000000	697000000	644000000	620000000	627000000	570000000	655000000	655000000	688000000
Liechtenstein
Sri Lanka	413000000	358000000	349000000	313000000	415000000	310000000	400000000	365000000	359000000	420000000	386000000	354000000	368000000	430000000	720000000	816000000	585000000	700000000	969000000	1466000000	2037000000	1849000000	1831000000	1820000000	1867000000	1843000000	1857000000	2058000000	2262000000	2188000000	2685000000	3054000000	3445000000	3991000000	4776000000	5185000000	5416000000	5839000000	5933000000	5870000000	6281000000	5973000000	6105000000	6672000000	7973000000	8834000000	10258000000	11301000000	13953000000	10049000000	13512000000	20269000000	19190000000	18003000000	19417000000	18935000000	19183000000	20980000000	22535000000
Lesotho	17000000	20000000	20000000	22000000	24000000	25000000	32000000	33000000	33000000	33000000	32000000	39000000	56000000	88000000	120000000	164000000	212000000	234000000	281000000	328000000	464000000	516000000	524000000	485000000	441000000	343000000	354000000	469000000	587000000	617000000	672000000	813000000	899000000	870000000	879000000	1107000000	1126000000	1140000000	941000000	866000000	809000000	743000000	815000000	1121000000	1440000000	1410000000	1500000000	1738000000	1800000000	1850000000	2300000000	2500000000	2602000000	2175000000	2207000000	2018000000	1861000000	2107000000	2294000000
Lithuania																																	2216000000	2279000000	2350000000	3650000000	4560000000	5645000000	5795000000	4835000000	5457000000	6353000000	7709000000	9803000000	12387000000	15548000000	19373000000	24412000000	31099000000	18304000000	23403000000	31773000000	31965000000	34806000000	34360000000	28154000000	27333000000	32259000000	36515000000
Luxembourg																																								11218000000	11278000000	12331000000	12651000000	16165000000	20046000000	22607000000	27145000000	28029000000	32157000000	25330000000	25092000000	28860000000	27543000000	26692000000	26660000000	23289000000	21774000000	22847000000	23925000000
Latvia																																	795000000	872000000	1251000000	1818000000	2320000000	2721000000	3191000000	2954000000	3202000000	3506000000	4046000000	5234000000	7096000000	8697000000	11541000000	15322000000	16143000000	9811000000	11691000000	16290000000	17227000000	17865000000	17625000000	14476000000	14249000000	16881000000	19257000000
Macao SAR, China	30000000	32000000	38000000	42000000	48000000	47000000	51000000	43000000	50000000	60000000	65000000	75000000	104000000	158000000	134000000	161000000	161000000	198000000	249000000	351000000	544000000	711000000	719000000	727000000	795000000	778000000	879000000	1120000000	1288000000	1480000000	1539000000	1852000000	1968000000	2025000000	2001000000	2042000000	2000000000	2082000000	1955000000	2040000000	2625000000	2824000000	3009000000	3232000000	4094000000	4514000000	5236000000	6045000000	5880000000	4751000000	5629000000	7927000000	8982000000	10140000000	11262000000	10603000000	8924000000	9451000000	11162000000
St. Martin (French part)																																																				734000000	768000000	925000000	1013000000	857000000	856000000	761000000	970000000
Morocco	413000000	452000000	434000000	449000000	462000000	453000000	478000000	518000000	552000000	562000000	684000000	701000000	779000000	1144000000	1904000000	2568000000	2618000000	3199000000	2970000000	3678000000	4255000000	4400000000	4315000000	3592000000	3911000000	3850000000	3803000000	4229000000	4773000000	5493000000	6922000000	6873000000	7348000000	6732000000	8272000000	10023000000	9704000000	9525000000	10290000000	10058000000	11534000000	11038000000	11864000000	14250000000	17822000000	20790000000	23980000000	32010000000	42366000000	32881000000	35381000000	44272000000	44872000000	45190000000	46283000000	38100000000	41673000000	44924000000	51015000000
Monaco
Moldova																																	640000000	628000000	660000000	840000000	1070000000	1170000000	1018000000	585000000	777000000	892000000	1038000000	1399000000	1769000000	2292000000	2693000000	3690000000	4899000000	3278000000	3855000000	5191000000	5213000000	5492000000	5317000000	3987000000	4020000000	4831000000	5764000000
Madagascar	112000000	103000000	122000000	128000000	136000000	138000000	146000000	145000000	170000000	182000000	170000000	214000000	205000000	203000000	281000000	366000000	285000000	347000000	443000000	641000000	600000000	545000000	417000000	387000000	366000000	402000000	353000000	302000000	360000000	342000000	651000000	446000000	471000000	514000000	546000000	628000000	629000000	694000000	693000000	742000000	1097000000	1118000000	627000000	1304000000	1680000000	1706000000	1804000000	2635000000	3781000000	3199000000	2584000000	2905000000	3094000000	3260000000	3227000000	2795000000	2966000000	3670000000	4031000000
Maldives	4000000	3000000	3000000	2000000	2000000	2000000	2000000	3000000	2000000	3000000	2000000	4000000	5000000	7000000	7000000	7000000	6000000	10000000	14000000	21000000	29000000	31000000	43000000	57000000	53000000	53000000	45000000	81000000	90000000	113000000	138000000	161000000	189000000	191000000	222000000	268000000	302000000	349000000	354000000	402000000	389000000	393000000	392000000	471000000	642000000	745000000	927000000	1096000000	1388000000	963000000	1091000000	1465000000	1554000000	1733000000	1993000000	1896000000	2125000000	2360000000	2970000000
Mexico	1186000000	1139000000	1143000000	1240000000	1493000000	1560000000	1605000000	1748000000	1960000000	2080000000	2461000000	2407000000	2718000000	3814000000	6057000000	6580000000	6028000000	5489000000	8109000000	12086000000	22144000000	28462000000	17742000000	12476000000	16691000000	19116000000	17573000000	19697000000	29402000000	36400000000	43548000000	51725000000	64213000000	67547000000	81986000000	74427000000	91979000000	1.13121E+11	1.29072E+11	1.46084E+11	1.79464E+11	1.73039E+11	1.73087E+11	1.75039E+11	2.0226E+11	2.2824E+11	2.63476E+11	2.90246E+11	3.18304E+11	2.41515E+11	3.10205E+11	3.61068E+11	3.80477E+11	3.90965E+11	4.11581E+11	4.05281E+11	3.97516E+11	4.32153E+11	4.76569E+11
Marshall Islands																													34000000	44000000	56000000	56000000	62000000	61000000	70000000	75000000	73000000	61000000	67000000	69000000	55000000	56000000	68000000	75000000	84000000	94000000	91000000	100000000	100000000	105000000	150000000	130000000	140000000	147000000	136000000	109000000	114000000	107000000	80000000
North Macedonia																																	1206000000	1199000000	1484000000	1719000000	1627000000	1779000000	1915000000	1776000000	2094000000	1694000000	1995000000	2306000000	2932000000	3228000000	3763000000	5281000000	6883000000	5073000000	5474000000	7027000000	6522000000	6620000000	7301000000	6427000000	6834000000	7731000000	9052000000
Mali	33000000	36000000	46000000	34000000	37000000	43000000	36000000	34000000	34000000	39000000	47000000	63000000	70000000	110000000	180000000	176000000	155000000	159000000	286000000	361000000	439000000	365000000	332000000	353000000	279000000	299000000	444000000	374000000	504000000	502000000	602000000	671000000	608000000	634000000	589000000	772000000	772000000	739000000	761000000	824000000	806000000	990000000	928000000	1271000000	1364000000	1544000000	1820000000	2185000000	3339000000	2486000000	3428000000	3352000000	3524000000	3807000000	3909000000	3800000000	4051000000	4285000000	4920000000
Malta	83000000	82000000	80000000	85000000	97000000	98000000	109000000	112000000	123000000	148000000	161000000	161000000	176000000	239000000	361000000	375000000	423000000	516000000	575000000	759000000	938000000	860000000	789000000	733000000	717000000	759000000	887000000	1139000000	1353000000	1479000000	1964000000	2130000000	2331000000	2174000000	2447000000	2890000000	2801000000	2552000000	2668000000	2843000000	3413000000	2531000000	2646000000	3227000000	3641000000	3681000000	4307000000	4801000000	5300000000	4478000000	5062000000	6293000000	6598000000	6142000000	6797000000	6036000000	6413000000	5809000000	6323000000
Myanmar	262000000	216000000	219000000	234000000	271000000	247000000	158000000	124000000	114000000	165000000	155000000	169000000	133000000	106000000	177000000	195000000	179000000	242000000	312000000	322000000	357000000	376000000	413000000	270000000	241000000	286000000	307000000	271000000	246000000	193000000	270000000	646000000	651000000	814000000	886000000	1335000000	1358000000	2037000000	2666000000	2300000000	2371000000	2849000000	2324000000	2070000000	2174000000	1908000000	2538000000	3247000000	4256000000	4348000000	4760000000	9019000000	9201000000	12043000000	16459000000	16885000000	15705000000	19253000000	19510000000
Montenegro																																															1842000000	2867000000	3731000000	2313000000	2182000000	2544000000	2336000000	2354000000	2369000000	2039000000	2286000000	2613000000	3010000000
Mongolia																					548000000	704000000	791000000	928000000	975000000	1095000000	1139000000	1104000000	1113000000	963000000	924000000	361000000	418000000	379000000	258000000	415000000	451000000	468000000	503000000	513000000	615000000	638000000	691000000	801000000	1021000000	1184000000	1486000000	2117000000	3616000000	2131000000	3278000000	6598000000	6738000000	6358000000	5237000000	3798000000	3358000000	4337000000	5875000000
Northern Mariana Islands																																			240000000	240000000	334000000	433000000	526000000	523000000	607000000	554000000	646000000	660000000	664000000	591000000	489000000	300000000	160000000	70000000	90000000	90000000	90000000	100000000	124000000	130000000	135000000	155000000	175000000
Mozambique	127000000	129000000	136000000	142000000	156000000	173000000	208000000	199000000	234000000	261000000	324000000	341000000	330000000	466000000	462000000	411000000	300000000	321000000	523000000	568000000	800000000	801000000	836000000	636000000	540000000	424000000	543000000	642000000	736000000	808000000	878000000	899000000	855000000	955000000	1019000000	704000000	759000000	739000000	790000000	1139000000	1158000000	1063000000	1543000000	1753000000	2035000000	2408000000	2869000000	3050000000	4008000000	3764000000	4600000000	6312000000	8688000000	10099000000	8747000000	8334000000	5206000000	5745000000	6786000000
Mauritania	24000000	31000000	36000000	30000000	16000000	24000000	23000000	37000000	35000000	42000000	56000000	57000000	69000000	128000000	120000000	161000000	179000000	207000000	181000000	259000000	286000000	265000000	276000000	227000000	208000000	234000000	221000000	235000000	240000000	222000000	388000000	425000000	407000000	445000000	362000000	431000000	450000000	433000000	399000000	385000000	454000000	465000000	431000000	542000000	923000000	1428000000	1167000000	1432000000	1941000000	1498000000	1935000000	2467000000	3129000000	3044000000	2646000000	1948000000	1900000000	2094000000	2578000000
Mauritius	70000000	68000000	68000000	70000000	82000000	77000000	70000000	77000000	76000000	68000000	76000000	84000000	119000000	168000000	309000000	332000000	360000000	447000000	500000000	574000000	609000000	563000000	464000000	441000000	471000000	523000000	676000000	993000000	1261000000	1325000000	1618000000	1558000000	1625000000	1715000000	1930000000	1976000000	2289000000	2189000000	2073000000	2247000000	2093000000	1987000000	2159000000	2363000000	2771000000	3157000000	3627000000	3894000000	4651000000	3733000000	4386000000	5149000000	5354000000	5397000000	5610000000	4790000000	4655000000	5254000000	5666000000
Malawi	40000000	40000000	40000000	40000000	57000000	76000000	70000000	70000000	74000000	86000000	109000000	108000000	129000000	140000000	188000000	253000000	206000000	235000000	338000000	399000000	439000000	359000000	304000000	311000000	271000000	285000000	260000000	295000000	406000000	503000000	575000000	703000000	735000000	546000000	497000000	475000000	624000000	781000000	515000000	673000000	532000000	563000000	695000000	786000000	933000000	1165000000	1207000000	1378000000	2204000000	2022000000	2173000000	2428000000	2360000000	2845000000	2778000000	2312000000	2210000000	2547000000	2825000000
Malaysia	910000000	920000000	998000000	1043000000	1047000000	1096000000	1104000000	1086000000	1160000000	1178000000	1401000000	1447000000	1611000000	2450000000	4114000000	3566000000	3824000000	4542000000	5909000000	7849000000	10779000000	11550000000	12418000000	13262000000	14051000000	12253000000	10806000000	12681000000	16507000000	22480000000	29258000000	36649000000	39856000000	45650000000	59600000000	77691000000	78418000000	79029000000	58272000000	65389000000	81963000000	73744000000	79761000000	83299000000	1.05166E+11	1.14324E+11	1.30441E+11	1.4617E+11	1.56348E+11	1.23757E+11	1.64622E+11	1.87473E+11	1.96393E+11	2.05897E+11	2.08851E+11	1.76011E+11	1.6843E+11	1.9475E+11	2.17471E+11
Namibia																					1156000000	1244000000	1040000000	921000000	818000000	581000000	886000000	1211000000	1272000000	1259000000	1163000000	1149000000	1283000000	1326000000	1412000000	1616000000	1670000000	1753000000	1648000000	1610000000	1550000000	1547000000	1470000000	1980000000	2396000000	2577000000	2884000000	3520000000	4340000000	4980000000	5570000000	6593000000	7256000000	7621000000	8523000000	7697000000	6571000000	6610000000	8156000000
New Caledonia	38000000	48000000	41000000	38000000	54000000	77000000	67000000	79000000	93000000	127000000	230000000	234000000	209000000	219000000	282000000	347000000	277000000	292000000	292000000	361000000	456000000	408000000	367000000	305000000	311000000	348000000	458000000	626000000	604000000	766000000	883000000	863000000	917000000	858000000	876000000	957000000	995000000	929000000	929000000	1006000000	924000000	931000000	1008000000	1541000000	1636000000	1774000000	2117000000	2809000000	3233000000	2574000000	3312000000	3698000000	3245000000	3202000000	3323000000	2689000000	2395000000	2511000000	2807000000
Niger	13000000	19000000	27000000	23000000	34000000	38000000	45000000	46000000	41000000	48000000	58000000	54000000	66000000	86000000	97000000	101000000	126000000	197000000	305000000	461000000	594000000	510000000	466000000	324000000	288000000	369000000	368000000	311000000	387000000	363000000	388000000	355000000	479000000	375000000	328000000	374000000	448000000	374000000	471000000	410000000	395000000	412000000	468000000	622000000	750000000	943000000	949000000	1149000000	1696000000	2200000000	2476000000	2190000000	1900000000	2018000000	2190000000	1976000000	1715000000	1952000000	2391000000
Nigeria	604000000	623000000	569000000	579000000	711000000	770000000	718000000	626000000	540000000	696000000	1059000000	1514000000	1505000000	1862000000	2772000000	6041000000	8213000000	11095000000	12821000000	10218000000	16660000000	20877000000	16061000000	12254000000	9364000000	8877000000	4034000000	3912000000	4717000000	4187000000	5627000000	8986000000	8275000000	7508000000	6613000000	8222000000	6438000000	9501000000	9211000000	8588000000	8721000000	11586000000	7547000000	10853000000	14164000000	20754000000	26523000000	34830000000	49951000000	33906000000	44235000000	56000000000	51000000000	56000000000	58300000000	44700000000	35532000000	31273000000	41883000000
Nicaragua	72000000	71000000	93000000	111000000	137000000	160000000	182000000	204000000	185000000	177000000	199000000	210000000	218000000	327000000	562000000	517000000	532000000	762000000	596000000	360000000	887000000	999000000	776000000	826000000	848000000	964000000	857000000	827000000	805000000	615000000	638000000	751000000	855000000	744000000	867000000	975000000	1154000000	1450000000	1492000000	1862000000	1802000000	1805000000	1853000000	2027000000	2457000000	2956000000	3404000000	3989000000	4731000000	3929000000	4792000000	6355000000	6778000000	6688000000	6946000000	7077000000	7062000000	7305000000	6790000000
Netherlands	5361000000	6085000000	6398000000	7117000000	8414000000	8925000000	9540000000	9875000000	10963000000	12983000000	15688000000	17867000000	20667000000	28744000000	38949000000	40897000000	46734000000	52903000000	61314000000	77331000000	78039000000	67231000000	63766000000	61652000000	62295000000	65197000000	75536000000	91307000000	99474000000	1.0433E+11	1.26098E+11	1.25873E+11	1.3465E+11	1.2627E+11	1.50337E+11	1.85232E+11	1.90923E+11	1.90731E+11	1.95639E+11	2.06162E+11	2.18267E+11	2.08638E+11	2.19265E+11	2.64704E+11	3.19669E+11	3.63822E+11	4.16832E+11	4.92616E+11	5.80937E+11	4.43153E+11	5.16409E+11	5.94366E+11	5.86927E+11	5.89697E+11	5.8957E+11	5.12105E+11	5.00797E+11	5.74646E+11	6.46029E+11
Norway	1462000000	1616000000	1664000000	1822000000	1984000000	2210000000	2404000000	2748000000	2706000000	2942000000	3702000000	4075000000	4373000000	6289000000	8420000000	9705000000	11121000000	12883000000	11497000000	13706000000	16926000000	15650000000	15477000000	13497000000	13885000000	15556000000	20301000000	22639000000	23220000000	23676000000	27231000000	25572000000	26072000000	24081000000	27432000000	32968000000	35615000000	35709000000	37473000000	34166000000	34391000000	32955000000	34873000000	40055000000	48534000000	55488000000	64261000000	80297000000	90293000000	68970000000	77330000000	90784000000	87308000000	89808000000	89460000000	76387000000	75001000000	82900000000	87626000000
Nepal	38000000	21000000	24000000	79000000	98000000	108000000	75000000	61000000	56000000	85000000	75000000	85000000	85000000	104000000	134000000	172000000	163000000	168000000	221000000	254000000	342000000	369000000	395000000	464000000	417000000	453000000	460000000	571000000	678000000	582000000	672000000	737000000	776000000	890000000	1155000000	1333000000	1398000000	1693000000	1246000000	1422000000	1573000000	1473000000	1419000000	1754000000	1938000000	2283000000	2492000000	3122000000	3590000000	4384000000	5133000000	5774000000	6066000000	6571000000	7590000000	6652000000	8935000000	10345000000	13465000000
Nauru																																																							114000000	91000000	51000000	43000000	116000000
New Zealand	786000000	901000000	753000000	903000000	961000000	1052000000	1095000000	955000000	895000000	1003000000	1245000000	1348000000	1523000000	2176000000	3648000000	3155000000	3254000000	3361000000	3491000000	4553000000	5472000000	5734000000	5782000000	5333000000	6203000000	5992000000	6063000000	7276000000	7342000000	8784000000	9501000000	8381000000	9201000000	9636000000	11913000000	13957000000	14724000000	14519000000	12496000000	14318000000	13904000000	13308000000	15047000000	18559000000	23195000000	26219000000	26424000000	30882000000	34369000000	25574000000	30617000000	37105000000	38254000000	39641000000	42518000000	36550000000	36063000000	40115000000	43793000000
Oman	20000000	25000000	12000000	12000000	7000000	9000000	10000000	10000000	10000000	13000000	18000000	33000000	49000000	116000000	393000000	765000000	725000000	875000000	947000000	1246000000	1732000000	2413000000	2868000000	2623000000	2933000000	3364000000	2565000000	1965000000	2342000000	2364000000	2798000000	3327000000	3902000000	4296000000	4014000000	4379000000	4728000000	5191000000	5826000000	4801000000	5131000000	5933000000	6296000000	6801000000	8796000000	8971000000	11039000000	16025000000	23137000000	17936000000	19973000000	24019000000	28636000000	34331000000	29303000000	29007000000	23260000000	26435000000	25412000000
Pakistan	827000000	594000000	834000000	985000000	1070000000	968000000	916000000	1112000000	533000000	713000000	775000000	608000000	1158000000	1127000000	2206000000	2213000000	2311000000	2586000000	3859000000	4498000000	5350000000	5631000000	5465000000	5329000000	5853000000	5890000000	5374000000	5822000000	6590000000	7143000000	7376000000	8439000000	9379000000	9500000000	8889000000	11461000000	12131000000	11596000000	9308000000	10207000000	10864000000	10191000000	11233000000	13038000000	17949000000	25357000000	29825000000	32590000000	42329000000	31668000000	37807000000	44012000000	44105000000	44647000000	47590000000	43795000000	46847000000	57746000000	60472000000
Panama	120000000	136000000	160000000	181000000	181000000	208000000	235000000	251000000	266000000	294000000	357000000	396000000	440000000	502000000	822000000	892000000	848000000	861000000	942000000	1184000000	1449000000	1540000000	1570000000	1412000000	1423000000	1392000000	1229000000	1306000000	751000000	986000000	1539000000	1695000000	2024000000	2188000000	2404000000	2511000000	2780000000	3002000000	3398000000	3516000000	3379000000	2964000000	2982000000	3086000000	3594000000	9600000000	10775000000	13269000000	15737000000	13877000000	16737000000	21802000000	26524000000	22988000000	24401000000	22504000000	20935000000	21939000000	23006000000
Peru	379000000	469000000	537000000	557000000	579000000	730000000	829000000	825000000	646000000	613000000	623000000	763000000	796000000	1019000000	1531000000	2550000000	2037000000	1911000000	1175000000	1820000000	2573000000	3160000000	2940000000	2234000000	1881000000	1767000000	2391000000	3003000000	3109000000	2009000000	2634000000	2813000000	3964000000	4231000000	5626000000	7584000000	7947000000	8558000000	8220000000	6823000000	7415000000	7316000000	7493000000	8414000000	10101000000	12502000000	15312000000	20368000000	29953000000	21814000000	30030000000	37747000000	42545000000	43670000000	42346000000	37924000000	36263000000	39884000000	43249000000
Philippines	715000000	1006000000	661000000	687000000	869000000	894000000	959000000	1180000000	1290000000	1265000000	1236000000	1325000000	1418000000	1800000000	3471000000	3756000000	3942000000	4270000000	5144000000	6613000000	8291000000	8478000000	8272000000	7976000000	6432000000	5455000000	5261000000	7187000000	8731000000	11171000000	13004000000	12862000000	15497000000	18688000000	22641000000	28341000000	34126000000	38622000000	31496000000	32568000000	37027000000	34921000000	41092000000	42576000000	46102000000	49487000000	54078000000	57996000000	60420000000	45878000000	58468000000	63693000000	65350000000	65705000000	68705000000	74751000000	89435000000	1.01901E+11	1.14738E+11
Palau																																			42000000	52000000	63000000	80000000	63000000	84000000	127000000	100000000	97000000	88000000	107000000	105000000	115000000	116000000	130000000	90000000	107000000	129000000	142000000	169000000	165000000	150000000	154000000	158000000	153000000
Papua New Guinea	60000000	66000000	67000000	80000000	96000000	123000000	149000000	179000000	177000000	221000000	302000000	356000000	332000000	356000000	518000000	592000000	502000000	642000000	770000000	903000000	1176000000	1261000000	1170000000	1120000000	1110000000	1008000000	1080000000	1165000000	1393000000	1530000000	1193000000	1614000000	1485000000	1299000000	1522000000	1452000000	1741000000	1711000000	1240000000	1188000000	1151000000	1071000000	1137000000	1367000000	1680000000	1729000000	1984000000	2622000000	3117000000	2867000000	3524000000	4272000000	4755000000	5410000000	4000000000	2551000000	2068000000	3059000000	2820000000
Poland	1495000000	1687000000	1885000000	1979000000	2072000000	2340000000	2494000000	2645000000	2853000000	3210000000	3608000000	4038000000	5335000000	7814000000	10482000000	12536000000	13867000000	14674000000	14744000000	16142000000	19120000000	15530000000	10250000000	10600000000	10650000000	10840000000	11205000000	10850000000	12245000000	10270000000	11570000000	18390000000	18540000000	20180000000	22680000000	29050000000	37135000000	42310000000	47055000000	45883000000	49029000000	50184000000	55299000000	68272000000	89696000000	1.01639E+11	1.26989E+11	1.6571E+11	2.08804E+11	1.49459E+11	1.78049E+11	2.10597E+11	1.9906E+11	2.07607E+11	2.23556E+11	1.96473E+11	1.99507E+11	2.33812E+11	2.66505E+11
Puerto Rico
Korea, Dem. People鈥檚 Rep.																					1200000000	1500000000	1500000000	1600000000	1700000000	1787000000	2104000000	2260000000	2839000000	2905000000	2930000000	2760000000	1710000000	1640000000	1260000000	1380000000	1320000000	1387000000	1013000000	1177000000	1686000000	1847000000	1894000000	2049000000	2279000000	2718000000	2880000000	3055000000	3580000000	3095000000	3530000000	4370000000	4825000000	4650000000	5585000000	4822000000	3857000000	3781000000	2590000000
Portugal	544000000	655000000	601000000	660000000	778000000	897000000	1013000000	1015000000	1043000000	1232000000	1556000000	1803000000	2204000000	3015000000	4496000000	3839000000	4220000000	4744000000	5237000000	6534000000	9309000000	9800000000	9572000000	8240000000	7961000000	7652000000	9649000000	13967000000	17866000000	19072000000	25263000000	26113000000	29581000000	24212000000	27061000000	32610000000	35202000000	35055000000	38435000000	39974000000	39952000000	39490000000	40156000000	47200000000	54948000000	63921000000	70684000000	82129000000	94416000000	71663000000	77749000000	82896000000	72429000000	75719000000	78389000000	66914000000	67954000000	78537000000	88616000000
Paraguay	38000000	41000000	40000000	39000000	40000000	55000000	59000000	71000000	73000000	82000000	76000000	83000000	83000000	122000000	198000000	206000000	220000000	308000000	383000000	521000000	615000000	600000000	672000000	546000000	586000000	502000000	578000000	595000000	574000000	760000000	1352000000	1460000000	1422000000	1689000000	2422000000	3144000000	3204000000	3403000000	2897000000	1906000000	2260000000	2182000000	1672000000	2228000000	3097000000	3715000000	4744000000	5859000000	9033000000	6940000000	10033000000	12366000000	11555000000	12142000000	12169000000	10291000000	9753000000	11873000000	13367000000
West Bank and Gaza
French Polynesia	18000000	23000000	25000000	32000000	71000000	107000000	167000000	114000000	174000000	109000000	135000000	140000000	156000000	211000000	287000000	286000000	296000000	327000000	403000000	476000000	547000000	546000000	520000000	534000000	539000000	549000000	738000000	829000000	808000000	790000000	930000000	913000000	892000000	842000000	870000000	1005000000	1020000000	935000000	1018000000	926000000	971000000	1057000000	1292000000	1585000000	1500000000	1723000000	1656000000	1863000000	2169000000	1717000000	1726000000	1796000000	1705000000	1801000000	1765000000	1527000000	1491000000	1637000000	2236000000
